categoria,tema,fuente,encabezado,texto
1,política,el milenio,manifestante anti trump escala estatua de la libertad,manifestante anti trump escala estatua de la libertad una mujer que durante varias horas protagonizo una protesta contra las politicas migratorias de trump y que colgo una manta con la frase abolish ice fue detenida tres horas de iniciar su inconformidad la mujer que durante varias horas protagonizo una protesta aislada contra la politica migratoria del gobierno de eu en el pedestal de la estatua de la libertad en nueva york y que colgo una manta con la frase abolish ice acepto bajar del lugar asistida por dos agentes policiales la mujer que no ha sido identificada estaba protestando contra la politica migratoria de la administracion trump y la decision de las autoridades de separar a las familias de migrantes indocumentados la mujer logro llegar a la seccion media del monumento por lo que las autoridades tuvieron que desalojar la isla por seguridad segun fuentes de los cuerpos de seguridad la mujer habia advertido que no bajaria voluntariamente hasta que no fueran puestos en libertad todos los ninos que han sido separados de sus padres que son inmigrantes indocumentados mas de dos mil ninos que acompanaban a sus padres cuando ingresaron el pais de forma ilegal por la frontera con mexico han sido separados de sus progenitores y colocados en centro de detencion mientras se resuelve su situacion migratoria
1,política,el universal,trump recibe a rajoy en la casa blanca a dias del referendum catalan,trump recibe a rajoy en la casa blanca a dias del referendum catalan el jefe del gobierno espanol mariano rajoy llego hoy a la casa blanca en medio de la peor crisis institucional de su pais en decadas debido a la consulta de secesion independentista que el gobierno de cataluna hara este domingo el presidente estadounidense donald trump recibio el martes al jefe del gobierno espanol mariano rajoy en la casa blanca dias antes de un crucial referendum de independencia en la region de cataluna el gobierno regional catalan realiza el domingo una consulta de secesion que las autoridades centrales en madrid han dicho es ilegal y afirman que no se realizara cataluna es una de number regiones autonomas en espana su capital barcelona es una urbe cosmopolita que es favorita de los turistas la region representa una quinta parte de la economia espanola la portavoz del departamento de estado heather nauert dijo recientemente que estados unidos no tiene una posicion oficial sobre el referendum dijo que washington trabajara con cualquier gobierno o entidad que resulte de la votacion el lunes la vocera de la casa blanca sarah huckabee sanders dijo que no tenia nada que agregar a lo expresado por el departamento de estado sobre el asunto
1,política,el universal,promete amlo invitar al papa si gana eleccion,promete amlo invitar al papa si gana eleccion tras un encuentro de mas de una hora con integrantes de la conferencia del episcopado mexicano cem el abanderado de morena pes pt dijo a medios que expuso algunos de sus compromisos principalmente conseguir la paz en una reunion con obispos de la iglesia catolica andres manuel lopez obrador candidato presidencial por la coalicion juntos haremos historia propuso que despues del number de julio convocara a un dialogo en el que participe el papa francisco para lograr la paz en mexico tras un encuentro de mas de una hora con integrantes de la conferencia del episcopado mexicano cem el abanderado de morena pes pt dijo a medios que expuso algunos de sus compromisos principalmente conseguir la paz porque no es posible que continue esta violencia plantee que voy a convocar a todo el pueblo de mexico al momento tiene de que triunfe nos vamos a iniciar unos foros despues del number de julio antes de la toma de posesion para analizar entre todos el problema de la inseguridad y la violencia va a ser un debate nacional un dialogo entre todos los mexicanos y todos los que tengan algo que aportar y el proposito es lograr la reconciliacion y la paz les dije a los obispos que al triunfo de nuestro movimiento vamos a llevar a cabo este proceso de consulta voy a invitar al papa francisco para que nos ayude nos acompane en todo este proceso como voy a invitar tambien a otros lideres espirituales de otras iglesias y voy a invitar tambien a dirigentes de organizacion sociales del mundo y del pais para que se analice todo lo relacionado con la inseguridad y la violencia y se realice un plan con el proposito de llegar a la paz expreso aclaro que no se hablo de amnistia a narcotraficantes ni tampoco la idea de reunirse con lideres del crimen organizado
1,política,proceso,carlos salinas y el tlcan mexico ya cedio la banca y el petroleo sin obtener nada en reciprocidad,carlos salinas y el tlcan mexico ya cedio la banca y el petroleo sin obtener nada en reciprocidad en las negociaciones para modernizar el tratado de libre comercio de america del norte tlcan estados unidos esta obligado a ceder en materia migratoria pues mexico ya abrio a la inversion extranjera dos sectores estrategicos la banca y el petrolero sin haber obtenido nada en reciprocidad considera el expresidente carlos salinas de gortari en su mas reciente libro aliados y adversarios tlcan phone el exmandatario priista cuyo gobierno firmo con los de eu y canada el acuerdo comercial mas importante de la region donde habitan number millones de personas relata los pormenores del surgimiento del tlcan las resistencias que los paises superaron en las negociaciones recuerda su importancia economica analiza los logros obtenidos en casi number anos destaca el peligro que representa donald trump y advierte sobre los futuros retos del pacto comercial salinas de gortari en esta obra de number paginas si bien reconoce que es necesario renovar el pacto comercial que definio el rostro de mexico rumbo al siglo xxi opina que en el futuro no servira ningun acuerdo limitado calificado de terminable o sea renegociable por periodos pues eso no daria la estabilidad necesaria a largo plazo para los intercambios comerciales o de inversiones para nuestros paises para el priista el actual presidente estadunidense donald trump representa el proyecto dirigido a consolidar la vision y los intereses dominantes de la poblacion blanca privilegiada y tambien la lastimada por la crisis sin embargo como consecuencia de varias transformaciones de caracter demografico el politico mexicano senala que esa parte de la poblacion del pais vecino se convertira en una minoria inferior al sector hispano y similar al afroamericano desde esta perspectiva el triunfo de trump ocurre en los umbrales de una guerra perdida la de los euroamericanos a punto de convertirse en minoria circunstancia que no mitiga sin embargo su efecto desestabilizador sobre las alianzas tradicionales de occidente y el eje del pacifico para mexico afirma el expresidente la victoria del republicano representa graves riesgos porque desde posiciones simplistas e ignorantes trump se propone revertir el proceso de desindustrializacion de su pais mediante la cancelacion de acuerdos comerciales de caracter internacional la negativa de lopez portillo de acuerdo con lo relatado en este libro a mediados de number antes de su eleccion como presidente de estados unidos ronald reagan visito mexico y le propuso a jose lopez portillo disenar y suscribir un tratado comercial para america del norte la respuesta del mandatario mexicano fue tajante ni nuestros hijos ni nuestros nietos veran nunca ese dia segun salinas la negativa era en aquel momento comprensible porque el desarrollo de mexico se basaba en una economia cerrada sus exportaciones dependian del petroleo y por razones historicas que podrian sintetizarse cita a porfirio diaz en la frase pobre mexico tan lejos de dios y tan cerca de estados unidos en su libro aliados y adversarios el expresidente tambien recuerda una situacion similar a la de lopez portillo pero que le ocurrio a el en noviembre de number dias antes del inicio de mi gestion como presidente de mexico y apenas nueve anos despues de la malograda propuesta de reagan me reuni en houston con el presidente electo george h w bush estados unidos acababa de firmar un acuerdo de libre comercio con canada y bush me declaro su interes en que mexico tambien lo hiciera decline la propuesta aunque por razones muy distintas a las de lopez portillo era dificil pensar en un acuerdo equilibrado entre mexico una economia en desarrollo y el sistema economico mas poderoso del mundo ademas en aquel momento nuestro pais encaraba una deuda excesiva con mas de number bancos comerciales en el mundo para el gobierno que estaba a punto de encabezar continua salinas la prioridad era reducir la deuda externa y no solo reprogramarla proceder a una negociacion simultanea de deuda y comercio hubiera llevado de forma inevitable a que las reducciones de deuda se condicionaran a la eliminacion de nuestros aranceles sin conseguir un acceso ordenado y justo a los mercados estadunidenses pero si mexico ya habia rechazado dos veces negociar y firmar un acuerdo comercial con estados unidos que detono la negociacion el expresidente explica que la respuesta es un inesperado golpe de fortuna fue la caida del muro de berlin en noviembre de number y poco despues en malta el presidente bush y el premier de la union sovietica mijail gorbachov acordaron el fin de la guerra fria se trataron dice el exmandatario de hechos que cambiaron la realidad geopolitica e hicieron que el interes mundial se fijara en la porcion oriental y central de europa situacion que a su vez le otorgo a mexico un compas de espera indefinido para obtener los beneficios de la reduccion de la deuda debilitando la posibilidad de volver a crecer en este animo cambie mi proceder y tomamos la iniciativa en enero de number le comunicamos al gobierno estadunidense nuestra intencion de negociar un tratado de libre comercio cuyas platicas iniciaron con un presidente republicano george h w bush y concluyo con uno democrata bill clinton este ultimo no estaba convencido del acuerdo comercial pero termino por impulsarlo y firmarlo asi bajo la direccion de jaime serra puche secretario de comercio y con herminio blanco como negociador en jefe mexico inicio una negociacion que duro cuatro anos sin descuidar la soberania afirma salinas asumiendo que la relacion con estados unidos no era un problema sino parte de la solucion en su libro aliados y adversarios carlos salinas menciona que entre las resistencias que fueron superadas en mexico fue el abierto rechazo de la izquierda a firmar un tratado con eu y canada y recuerda que en los anos de las negociaciones su gobierno descubrio que las filtraciones se cuentan entre los metodos favoritos de los estadunidenses para debilitar las posiciones de sus contrapartes respecto de los canadienses salinas explica que representaban una ventaja y a la vez un riesgo para concretar el tlcan ambos gobiernos podian sumar fuerzas frente a su poderoso vecino para negociar y aplicar los terminos del tratado el riesgo estaba en que canada ya tenia su propio acuerdo con el gobierno estadunidense y al no tener nada que perder estaba en condiciones de abandonar la negociacion al final el tlcan fue firmado en diciembre de number y los tres paises acordaron que su entrada en vigor fuera el number de enero de number la culpa no es de mexico en su libro carlos salinas reconoce como comprensible el enojo de los estadunidenses ante la perdida de empleos pero esa perdida lamentable aclara no sucedio por culpa de mexico empezo decadas antes del tlcan y fue resultado de la politica economica cada vez mas neoliberal de parte del gobierno estadunidense y otros paises desarrollados en particular reino unido tras exponer lo anterior el priista explica que si lo que trump busca es elevar la competitividad de los paises que integran la region norte del continente americano hay que hacerlo respecto de las naciones exportadoras mas eficientes de asia el exmandatario mexicano expone que si eu se propone reducir el superavit comercial de china casi ocho veces superior al de mexico y competir con los productos de ese pais tiene mayores posibilidades de lograrlo con la participacion mexicana y no con su exclusion por el contrario si el presidente estadunidense acaba con el acuerdo comercial se echarian abajo beneficios en creacion de empleo aumento de inversion y crecimiento del comercio intrarregional por ejemplo entre number y number ese comercio crecio number y el comercio bilateral entre mexico y estados unidos number en estados unidos seis millones de empleos en todas las entidades sin excepcion dependen directamente de la relacion bilateral menciona en mexico el tratado comercial explica salinas permitio la reduccion de la deuda trajo consigo un crecimiento economico per capita positivo cada uno de los anos del periodo phone al termino de este lapso la tasa de crecimiento anual habia alcanzado una dinamica superior a number por ciento por otro lado continua los salarios acumularon en esos anos una ganancia real de number mientras que la participacion de los salarios en el pib tuvo un incremento de casi diez puntos asimismo la correlacion salarial entre mexico y estados unidos se fortalecio si en number el salario por hora en nuestro pais era diez veces inferior al del vecino del norte en number la diferencia se habia reducido a la mitad efecto bumeran en su texto salinas tambien advierte que liquidar el tlcan acarrearia un mayor desempleo en nuestro pais con lo que creceria de forma significativa el numero de personas que buscarian migrar hacia estados unidos sin importar el grosor altura ni extension del muro fronterizo que pretende trump clausurar el tratado tambien provocaria la quiebra de bonos de muchas empresas mexicanas lo que a su vez tendria un impacto adverso en los bancos de filiales estadunidenses en resumen echar abajo el tlcan traeria consigo una enorme inestabilidad y la fractura de una relacion sana entre mexico y estados unidos esa relacion no estuvo siempre ahi ni nacio de la nada se construyo a partir de un cambio historico de reglas claras que vinieron a desplazar habitos perniciosos como la improvisacion y la discrecionalidad expone se defiende de criticos respecto de los analistas que condenan al tlcan por no haber contribuido a reducir la pobreza en mexico salinas los acusa en su libro de manipular la informacion las series que usualmente utilizan por ejemplo phone no separan la catastrofe social que trajo consigo el funesto periodo phone cuando convirtieron un problema en una crisis mediante errores ya documentados y provocaron la crisis mas severa desde la revolucion de number segun ha dado a conocer la cepal los avances alcanzados por la administracion que me toco encabezar se perdieron en los primeros anos del gobierno siguiente insiste sobre los senalamientos de que el tlcan tiro la produccion del campo mexicano frente a la industria estadunidense e impulso la migracion de connacionales el expresidente tambien se defiende nada mas falso en realidad despues de la firma del tratado la produccion de alimentos en mexico ha alcanzado niveles record si algo explica la pauperizacion del campo mexicano no es el tratado sino el desplome en terminos reales de los apoyos directos a los campesinos y la falta de financiamiento al hablar de la falta de un crecimiento economico promedio superior al number anual tambien achacado al tlcan el expresidente explica que si bien el dato es cierto el origen que se le atribuye al problema es falso en una conferencia reciente dictada ante un foro convocado por the economist jaime serra senalo que el bajo crecimiento economico del pais en las ultimas dos decadas tuvo como origen la decision de frenar las reformas complementarias que requerian las realizadas durante mi gestion en anos recientes algunas de esas reformas pospuestas se han aprobado aunque es preciso subrayar que los beneficios dependeran de su correcta aplicacion en los proximos anos dice la oportunidad para carlos salinas de gortari cuyo mas reciente libro esta proximo a salir al mercado a number anos de las negociaciones del tlcan la discusion y aprobacion de un buen acuerdo sobre el libre movimiento de personas es muy oportuno pues surge como una medida que estados unidos requiere dada su dinamica demografica y que mexico podria exigirle luego de las aperturas unilaterales concretadas en sectores estrategicos de nuestro pais a finales de los noventa recordo se entrego unilateralmente a los extranjeros el sistema de pagos con los principales bancos del pais hoy se ha decidido abrir el petroleo por convenir al desarrollo del sector esto podria ser una carta en las negociaciones en curso para demandar reciprocidad por parte de los estadunidenses
1,política,proceso,el extrano acercamiento de trump a amlo,el extrano acercamiento de trump a amlo la victoria electoral de andres manuel lopez obrador ademas de generar una bocanada democratica y el resurgimiento de esperanzas entre los mexicanos en la casa blanca causo una reaccion que debe ser tomada con reserva el presidente de estados unidos donald trump no solo se le adelanto al instituto nacional electoral ine al declarar a lopez obrador ganador de los comicios de este number de julio sino que al mismo tiempo dio por terminada la relacion con el gobierno de enrique pena nieto y propuso una nueva etapa de relaciones bilaterales empezando de cero con un mensaje personal en la plataforma de twitter el domingo por la noche trump felicito a lopez obrador y le cerro la puerta al actual ocupante de los pinos al dia siguiente el lunes number de julio verbalmente al narrar la conversacion telefonica de unos number minutos que sostuvo con el proximo presidente de mexico afirmo que la nueva etapa de relaciones con mexico seria una muy buena y que incluso con lopez obrador hablo de negociar un tratado bilateral de comercio de un acuerdo separado solo de mexico y estados unidos matizo trump en su cronica de la platica con lopez obrador los gestos de acercamiento del presidente de estados unidos para con quien hasta hace unas semanas muchos integrantes del establihsment y del poder empresarial y del capital en wall street lo veian como una amenaza y una emulacion del exlider venezolano hugo chavez y del cubano fidel castro no pararon ahi el martes por la noche el presidente estadunidense y gran critico de mexico y de los mexicanos anuncio el envio a la ciudad de mexico de uno de sus emisarios para seguir con el coqueto a lopez obrador el secretario de estado mike pompeo viajara a la ciudad de mexico para reunirse con el presidente pena nieto el secretario de relaciones exteriores luis videgaray y el presidente electo lopez obrador informo por medio de un comunicado de prensa heather nauret la portavoz del departamento de estado en menos de number horas trump se olvido de acusar a mexico de muchos de los males que aquejan a su pais los mexicanos pudimos descansar tranquilos en ese lapso porque dejamos de ser para trump unos narcos delincuentes y violadores nuestro pais ya no fue causa de la fuga de empleos estadunidenses ni del imparable consumo de drogas entre los estadunidenses ni el motor que empuja la plaga de la inmigracion ilegal es mas trump en su narrativa de la conversacion telefonica con lopez obrador dijo que el proximo mandatario mexicano le prometio que le ayudaria con el asunto de la seguridad fronteriza y la inmigracion si a alguien en el gobierno de pena nieto le quedo duda de que trump ya no los considera como representantes de mexico pompeo lo pondra muy en claro este number de julio el secretario pompeo hablara sobre la continua cooperacion entre estados unidos y mexico con la administracion de pena nieto a traves de la transicion estados unidos espera trabajar de manera cercana con el presidente electo lopez obrador para continuar fortaleciendo la relacion estados unidos mexico despues de que la nueva administracion tome el cargo el number de diciembre subraya nauret en el comunicado de prensa emitido por el departamento de estado lo que no apunta la vocera de pompeo es que por encargo de la casa blanca invitara a lopez obrador a reunirse con trump en estados unidos antes del number de diciembre esto para subrayar que la nueva etapa de relaciones bilaterales con mexico comenzo con el mensaje por twitter del rubio mandatario estadunidense el domingo por la noche otro mensaje cifrado de amistad de trump a lopez obrador a traves de pompeo sera preguntarle al presidente electo de los mexicanos sobre su opinion de una serie de nombres que baraja la casa blanca para ocupar el puesto de embajador en mexico en washington se habla que ya no sera el empresario ed whitacre a quien en su afan por quedar bien con trump videgaray se apresuro a darle el beneplacito como lo adelanto en marzo pasado el diario reforma el mandatario estadunidense tal vez consciente de que lopez obrador se convertiria en lo que es hoy nunca envio al congreso federal de su pais la nominacion de whitacre pensada en su momento para encuadre a los intereses en la relacion con el gobierno de pena nieto que ya no existe el acercamiento de trump a lopez obrador no significa ningun cambio en su vendetta personal contra mexico no para nada trump quiere reelegirse y nunca renunciara a su estrategia de usar a mexico como pinata politica ni traicionara a la base politica del sector ultraconservador y racista de la sociedad de los estados unidos que lo llevaron a la casa blanca con las elecciones de noviembre de number el amor y paz con lopez obrador no durara mucho el proximo martes number de noviembre habra elecciones federales de medio periodo en estados unidos para definir la integracion representativa del congreso federal con esas elecciones se definiran las number curules de la camara de representantes y number de las number de la camara de senadores en la actualidad el capitolio esta dominado por la mayoria republicana que adopto a trump como candidato en number pero la impopularidad del presidente la pone en riesgo y los democratas podrian convertirse en el contra peso de poder de la casa blanca si obtienen un triunfo amplio el martes number de noviembre como vaticinan algunas encuestas de opinion consumada la reunion con lopez obrador como presidente electo si es antes de las elecciones estadunidenses de noviembre trump frente al resultado de las encuestas que exponen su impopularidad retomara su retorica racista xenofobica y de proteccionismo comercial conforme se acerquen los comicios de noviembre mexico y los mexicanos volveremos a ser los malos de la pelicula trump hablara de cerrarle la puerta a los inmigrantes indocumentados los culpara de ser mulas del narcotrafico regresara al discurso de que el tratado de libre comercio de america del norte tlcan le roba a los estadunidenses empleos y number mil millones de dolares al ano y optara por sacar a su pais de este acuerdo que incluye a canada revivira el argumento de la necesidad de construir un muro en la frontera sur de su pais financiado por mexico es decir rompera otra vez la pinata politico electoral adornada con el escudo del aguila y la serpiente los intereses de trump para la relacion con el gobierno de lopez obrador giraran en torno a sus intereses electorales entre lineas lo expone el comunicado de prensa que anuncio el viaje de pompeo reafirmara la relacion entre estados unidos y mexico para combatir las organizaciones criminales transnacionales y la epidemia de opiaceos tambien tratara esfuerzos para aumentar el comercio frenar la migracion irregular y administrar nuestra frontera compartida se lee en la declaracion por escrito de la vocera nauret trump es un provocador profesional y un excelente publirrelacionista como dice el dicho del tamano del sapo es la pedrada para entenderlo basta revisar su historia de relaciones internacionales desde que es presidente con corea del norte y con rusia por ejemplo a corea del norte hasta hace unos meses la amenazo con un ataque de una fuerza belica jamas vista en la tierra y ahora con el lider norcoreano kim jung un son grandes amigos de rusia y aunque esta relacion la maneja con algodones por el escandalo rusiagate afirmo que se mantendria alejado pero sin embargo este number de julio se entrevistara con el presidente ruso vladimir putin en finlandia y en contra de lo que opinan y le aconsejan los mismo republicanos del capitolio los expertos en politica exterior de estados unidos sostienen que para manejar a trump se requieren pies de plomo y pragmatismo habra que ver si lopez obrador no cae en la trampa trumpiana en la que cayo redondito pena nieto y videgaray claro esta que a trump le gustan las sesiones de fotografias con los politicos y lideres extranjeros a quienes en washington siguen llamando renegados y enemigos de estados unidos claro tambien esta que los aliados tradicionales de su pais cuando menos sienten trump los patea y los pisotea pregunten a pena nieto y a justin trudeau el primer ministro de canada si esto no es cierto y para no ir tan lejos
0,política,modo noticia,carmen salinas ya me harte del tema de ayotzinapa murieron superenlo,carmen salinas ya me harte del tema de ayotzinapa murieron superenlo como era de esperarse carmen salinas ha dado unas declaraciones sobre los estudiantes de ayotzinapa lo que dijo dejo mucho que desear ya murieron lamento mucho lo sucedido pero tenemos que aceptar lo inevitable estan muertos superenlo ya y sigamos adelante senalo si no superamos esto ahora nos va a derrumbar como pais ya dijeron que murieron que mas vamos a esperar no somos ninos de number anos sabemos como son las cosas somos gente grande por eso lo digo se los digo a ustedes basta de todo y a superarlo a los familiares tambien que puedan hacer el duelo como corresponde sin estar mas de lo debido
0,política,el dizque,presenta mancera la tarjeta para poder ir a festejar los triunfos deportivos al angel no sera tan cara aseguro,presenta mancera la tarjeta para poder ir a festejar los triunfos deportivos al angel no sera tan cara aseguro el jefe de gobierno de la ciudad de mexico miguel angel mancera ha anunciado que proximamente se publicaran en la gaceta de gobierno nuevas disposiciones en materia de concentraciones masivas de personas por motivos de festejos deportivos en mi gestion hemos buscado ahora si que respetar las leyes y hacer que se cumplan por parte de la ciudadania senalo el doctor mancera por eso es que se han incorporado nuevas disposiciones para quienes con motivo de los partidos de futbol o como ahora por las olimpiadas busquen festejar reuniendose en el angel de la independencia como ya es una tradicion entre los capitalinos para ello sera habilitada la direccion url en mi ciudad alli el ciudadano debera subir los datos que se le piden con una anticipacion de number dias habiles al evento a celebrar estos seran los requisitos para poder festejar libremente las victorias de nuestros atletas y de la seleccion mexicana nombre completo y curp una fotografia comprobante de domicilio en formato pdf acta de nacimiento en formato pdf comprobante de estudios en caso de venir de paso por la ciudad una constancia de no residencia carta de no antecedentes penales para los extranjeros llenar el formato correspondiente ante la secretaria de relaciones exteriores carta compromiso firmada por tres testigos de que no ocasionara ningun delito o falta administrativa mientras se lleve a cabo la celebracion ingresar el codigo del formato unico de pago que sera de number pesos por persona senalar el horario en el cual se llevara el festejo tanto su inicio como su terminacion acudir a la platica previa en la pgj para saber que actos son considerados delitos y cuales no una vez que se tenga todo esto el ciudadano debera acudir a las oficinas de gobierno donde le daran una tarjeta que podra ser utilizada en otros festejos ahi mismo o en algun otro punto de la ciudad habra sitios de recarga en las estaciones del metro y del metrobus todo esto dijo el doctor mancera es en beneficio de la poblacion para tener un mayor control sobre las aglomeraciones y darle a la ciudadania la seguridad que los festejos se llevaran en orden y apegados a derecho
0,política,el ruinaversal,alfredo del mazo prohibira que las mujeres del edomex trabajen si gana la gubernatura,alfredo del mazo prohibira que las mujeres del edomex trabajen si gana la gubernatura mexico luego de que el candidato a la gubernatura del estado de mexico por parte del pri alfredo del mazo fuera criticado al asegurar que esta en contra del matrimonio y adopcion gay porque defiende a la familia tradicional el politico senalo que no modificara sus pensamientos por la presion de la gente comentando que prefiere mostrarse como una candidato transparente en vez de argumentar cosas que van contra sus valores solo para simpatizar con la ciudadania alfredo senalo que como la mayoria de los mexicanos fue criado por los preceptos de la religion catolica que claramente indica que una familia debe estar conformada por una mujer y un hombre y cada uno debe de tener ciertos roles especificos para crear armonia el primo de pena nieto no solo dejo en claro que en su estado estara prohibido la union entre personas del mismo sexo sino que cuidara que se preserven otros valores de las familias normales como el hecho de que la mujer se quede en la casa haciendo los quehaceres mientras el hombre sale a ganarse el pan los gays no podran tener ningun tipo de relacion en mi estado respeto a esas personas pero si quieren casarse o adoptar se pueden ir a la cdmx que les queda al lado o a alguna otra region en mi ciudad tendran que respetar los valores catolicos sin embargo esta no sera la unica accion que implementare para continuar salvaguardando las familias normales que cada vez son menos propuse mi tarjeta de salario rosa para premiar a las mujeres por la labor que realizan en el hogar porque ahi es donde deben estar las reglas dictan que las mujeres deben quedarse en la casa haciendo el quehacer y cuidando a los ninos mientras el hombre que es el biologicamente esta disenado para trabajar sale a ganarse el pan muchos ciudadanos se quejan de los matrimonios gays pero no se da cuenta que tambien cometen actos que atentan contra la familia natural actualmente miles de mujeres trabajan o no se quieren casar y eso no esta bien asi que yo les pregunto te opones al matrimonio gay pero te das cuenta que tu tambien estas atentando contra la familia normal al revelarte el edomex con orgullo lo digo es una de las entidades donde los valores aun estan muy arraigados y sera mi deber luchar porque eso permanezca eso de que la mujer intente igualarse al hombre no va la biblia claramente indica que la hembra salio de una costilla del varon y por eso la mujer siempre debe estar detras del hombre apoyandolo pero nunca a su lado porque historicamente el macho es el sustento del hogar y las hembras solo son su apoyo basandome en esta idea en mi gobierno obligare por las buenas o por las malas a que la mujer cumpla con su funcion de atender el hogar como dicta y por eso les dare su salario rosa puntualizo
0,política,el mundo today,canada pone en marcha un programa nuclear con la esperanza de mejorar la relacion con trump,canada pone en marcha un programa nuclear con la esperanza de mejorar la relacion con trump trudeau planea disparar misiles de prueba en el lago michigan canada comenzara a desarrollar armas nucleares lo antes posible con ello el pais espera mejorar su relacion con estados unidos en palabras del primer ministro justin trudeau la relacion entre canada y estados unidos es actualmente muy tensa con el desarrollo de varias cabezas nucleares esperamos normalizar la situacion de nuevo nuestro objetivo es disparar misiles de prueba en el lago michigan antes de que acabe el ano
0,política,el dizque,meade por fin toma una decision creo que votare por mi,meade por fin toma una decision creo que votare por mi el candidato del pri a la presidencia de la republica jose antonio meade se reunio esta manana con banqueros de valle de bravo a quienes les expuso sus ideas y propuestas de campana acompanado de sus mas cercanos colaboradores meade critico a sus adversarios asegurando que en esta eleccion lo que contara es el voto razonado es muy importante no votar a la ligera o sea hay que pensarle bien sopesar las propuestas de cada candidato y hasta entonces decidir porque esa decision es de suma importancia para el futuro de mexico meade anadio que en su caso eso es lo que ha hecho yo por ejemplo hasta hace unos meses no sabia por quien votar despues cuando me pusieron como candidato pues fui conociendo mis propuestas y la verdad es que me he ido convenciendo de que no ando tan perdido meade admitio que hasta hace unas semanas pensaba que su voto deberia ser para enrique pena nieto pero que le cayo el veinte de que el no estara en la boleta fue muy chistoso la verdad le estoy muy agradecido a enrique y crei que podia regresarle el favor pero me dijeron que pos no se puede dijo el candidato termino diciendo lo que cree que significa votar por cada candidato votar por lopez obrador hara que regresemos al pasado a los oscuros tiempos del milagro mexicano y el desarrollo estabilizador votar por anaya hara que sigamos por el camino que actualmente llevamos y que ya vimos que no funciona y solo provoca crisis y gasolinazos en cambio votar por mi hara que yo sea presidente de mexico finalizo
0,política,hay noticia,la casa blanca pone por error la bandera mexicana en la recepcion a rajoy,la casa blanca pone por error la bandera mexicana en la recepcion a rajoy un grave error diplomatico ha ocurrido durante la recepcion a mariano rajoy en la casa blanca a su espalda se ha colocado una bandera mexicana ya es conocido por todos lo que a los americanos les cuesta colocarnos en el mapa pero de una institucion tan emblematica no se esperaba un error tan de bulto tras los cuchicheos de la delegacion espanola pasaron a hacerle avisos al presidente del gobierno espanol quien no acababa de entender que pasaba don mariano mire detras suya hasta que finalmente rajoy se volvio y se percato de lo que estaba ocurriendo para quitar hierro al asunto y que no se formara una situacion incomoda rajoy comento los espanoles somos muy mexicanos y mucho mexicanos lo que arranco una carcajada de la delegacion espanola mientras los americanos se miraban sin entender nada
0,política,noticieros televisa,rusia podria estar apoyando la precampana de amlo segun el washington post,rusia podria estar apoyando la precampana de amlo segun el washington post segun un articulo del diario estadunidense the washington post el presidente de rusia vladimir putin podria estar apoyando la precampana de andres manuel lopez obrador bajo el titulo un candidato presidencial mexicano esta obteniendo un impulso inesperado de trump y de putin la especialista en asuntos internacionales frida ghitis senala que observadores notaron que la cadena de television no oficial del kremlin rt da gran cobertura al principal portavoz en ingles de lopez obrador john ackerman quien ha sido descrito en programas de television como nuestro hombre en mexico el articulo afirma que en una eleccion que podria resultar cerrada como la de estados unidos un poco de ayuda de los rusos amplificando el mensaje en redes sociales podria terminar marcando una diferencia decisiva la periodista asegura que el enfoque populista que llevo a trump a la casa blanca en las elecciones de noviembre de number tambien impulso la suerte de lopez obrador con informacion de despierta con loret
