Categoria,Tema,Fuente,Encabezado,Texto
verdadera,deportes,forbes,chicharito hernandez podria salir del west ham united,chicharito hernandez podria salir del west ham united el delantero mexicano no esta contando con la confianza de david moyes nuevo entrenador de los hammers por lo que el club se plantea su venta tras haber desembolsado number millones de dolares en verano por hacerse con los servicios de javier chicharito hernandez el west ham podria dejar salir al delantero mexicano si llegase una oferta atractiva para el equipo londinense en verano el de jalisco cambio leverkusen por londres su traspaso lo coloco como el segundo mexicano por el que mas dinero se ha pagado tras el fichaje raul jimenez por parte del benfica llego al equipo con la vitola de goleador y levantando ilusion en los aficionados tal fue esa ilusion por el maximo goleador de la seleccion mexicana que las casas de apuestas inglesas lo colocaban como uno de los goleadores de esta liga en number number su equipo esta sufriendo esta temporada por alejarse de los puestos de descenso y eso se ve reflejado en el rendimiento de chicharito que en number partidos solo ha marcado cuatro goles muchos son los cambios que ha tenido que enfrentar el delantero mexicano aparte de los geograficos cuando comenzo la temporada el entrenador del equipo era slaven bilic quien fue uno de los que mas confianza tenia en el mexicano siendo titular en la mayoria de los encuentros cuando el croata llevaba las riendas del equipo tras una serie de malos resultados bilic fue destituido y david moyes quien lo sustituyo desde la llegada de su actual entrenador la prensa inglesa aseguraba que el mexicano no gozaria de tantas oportunidades como con el croata con estos antecedentes sky sports news publicaba que el equipo escucharia ofertas por el chicharito ante tal situacion los rumores se han disparado como su llegada a la mls o incluso su regreso a mexico
falsa,política,censura 0,ricardo anaya ataca a amlo ese viejo populista lo que da es asco,ricardo anaya ataca a amlo ese viejo populista lo que da es asco el dirigente blanquiazul dijo que sigue a la espera sobre su propuesta para que los tiempos empleados por partidos politicos en spots de radio y television sean utilizados en la realizacion de debates entre dirigentes nacionales de dichos partidos aunque dijo estar concentrado en su responsabilidad como dirigente del pan el queretano aprovecho para criticar al lider nacional de morena quien es su principal competidor rumbo al number de acuerdo con las encuestas estoy convencido de que vamos a llegar unidos el pri se tiene que ir le han fallado al pais en materia economica en materia de seguridad y tambien estoy convencido y lo digo con la misma contundencia la alternativa de cambio no puede ser este populismo destructor que representa andres manuel lopez obrador esos cuentos que siempre dice nos van a llevar a ser la proxima venezuela ese viejo populista ya me da asco subrayo por ultimo declaro que la alianza del pan se establece con la ciudadania nosotros planteamos una gran alianza con los ciudadanos para que el pan encabece esa alianza y sea una alternativa de cambio pero de cambio responsable de cambio sensato de cambio para mejorar
falsa,política,el ruinaversal,rosario robles se integra al equipo de meade y desaparecen los fondos de campana,rosario robles se integra al equipo de meade y desaparecen los fondos de campana cdmx el lunes pasado se anuncio que la titular de la secretaria de desarrollo agrario territorial y urbano sedatu rosario robles dejaria su puesto para integrarse al equipo de campana del candidato jose antonio meade por sugerencia y recomendacion del presidente pena nieto a pesar de las acusaciones en su contra de desviar mil trescientos millones de pesos de la secretaria de desarrollo social sedesol pena aseguro que chayo ha sido es una pieza importante durante todo su mandato con algunas reservas meade permitio a robles integrarse a su equipo de campana y aunque todo comenzo bien los problemas iniciaron este miercoles cuando al revisar las cuentas del partido se percataron que misteriosamente todos los fondos habian desaparecido preocupados iniciaron una investigacion para descubrir facturas por la compra de mil playeras impresas con el nombre de meade por el importe de usd number millones de pesos treinta autobuses rentados por adelantado para transportar a los acarreados con valor de usd number millones de pesos facturas por concepto de tortas de queso de puerco y frutsis por usd number millones de pesos y varias mas por frascos de cafe y sobrecitos de crema con un total de usd number millones de pesos acabandose asi todo el presupuesto se percataron que las facturas estaban a nombre de rosario robles a quien de inmediato cuestionaron y aunque al principio nego las acusaciones de las cuales era objeto posteriormente acepto haber desviado los usd number millones robles relato con lagrimas en los ojos que padece cleptomania y por su enfermedad se le ha hecho tradicion desviar recursos asegurando que devolvera el dinero por su parte meade manifesto que ha quedado sorprendido sus grandes aptitudes para robar dinero en tiempo record y de ganar la presidencia la pondra al frente del banco de mexico para hacer crecer la economia del pais
verdadera,política,el pais,ricardo anaya pide el voto util en el ultimo suspiro de su campana,ricardo anaya pide el voto util en el ultimo suspiro de su campana el candidato del frente apela al nucleo duro de su partido y escoge uno de los mayores bastiones del voto conservador en mexico hago un llamado al voto util hagamoslo juntos y vamos a ganar la ultima apuesta de ricardo anaya es consolidarse como la unica opcion que puede derrotar al puntero andres manuel lopez obrador el domingo number de julio no hay tiempo para mas virajes ni nuevas estrategias el candidato de por mexico al frente ha celebrado su ultimo acto de campana ante unos number simpatizantes en leon en el estado de guanajuato uno de los mayores bastiones del voto conservador en mexico en el calculo de anaya segundo en la mayoria de las encuestas es crucial ser profeta en tierras panistas y asegurar los number millones de votos que le ha prometido la estructura de su partido en guanajuato para ganar la presidencia el ultimo mitin de anaya ha comenzado sin sorpresas con formulas que ya habia utilizado en sus anteriores apariciones durante la contienda agradecimiento a sus aliados politicos llamado al voto util retos abiertos al gobierno de enrique pena nieto la v de la victoria y vivas para la familia y las mujeres no nos pudieron doblar y no nos podran doblar nunca el mexico que sonamos esta muy cerca ha dicho el candidato ante el alarido de sus simpatizantes y un mar de banderas blanquiazules naranjas y amarillas quiero que lo dejemos todo que lo dejemos todo por mexico ha insistido anaya antes de que volaran el confeti y los globos con los colores de su coalicion el candidato del frente estuvo el domingo pasado en el angel de la independencia en un guino a su socio progresista el prd que ha gobernado la capital mexicana desde number despues estuvo en el estado de mexico veracruz yucatan y tamaulipas en el equipo de anaya se hablo de varios cierres regionales que desde fuera se pueden interpretar como cierres dirigidos a distintos grupos de votantes el mensaje es claro en el ultimo paso de su campana hoy se trato de los votantes y de los simbolos del nucleo duro del pan con el estaban el jefe diego fernandez de ceballos luis felipe bravo mena carlos medina plascencia o los nietos de manuel gomez morin aqui esta previsto que los panistas ganen la eleccion estatal con comodidad con un margen de dos a uno frente al segundo lugar anaya cerro una campana que duro tres meses y tambien una carrera que se extendio por mas de tres anos con escasa experiencia politica y sin haber ganado ninguna votacion en las urnas la maraton del entonces llamado chico maravilla se inicio con su repentino ascenso como presidente interino del pan en septiembre de number se consolido al frente del partido durante number y amaso un triunfo historico como el lo califico en number al ganar siete de las number gubernaturas que estaban en disputa con ese credito cerro la alianza para crear el frente por mexico y quitar del camino al grupo fiel al expresidente felipe calderon y a su esposa margarita zavala que dejo al pan para buscar una candidatura independiente en octubre del ano pasado se hizo dueno y termino con el partido dijo zavala en una entrevista que concedio en febrero tres meses antes de renunciar a su candidatura esta no es una eleccion mas este domingo estara en juego el futuro de nuestro pais y de toda una generacion ha senalado la lectura de muchos militantes es que tambien esta en vilo el futuro politico de anaya y de su partido el fuego amigo viene desde los estados donde anaya consiguio sus mayores logros como politico los panistas tendremos que entrar de lleno en una reflexion profunda que debera desembocar en un planteamiento refundacional del partido dijo carlos mendoza davis el gobernador de baja california sur hay varios gobernadores que estamos platicando y que somos absolutamente conscientes de que tenemos que trabajar por el partido agrego mendoza davis hace un par de semanas jose rosas aispuro mandatario de durango se ha sumado al llamado para recuperar el rumbo en el partido de oposicion con mayor tradicion en mexico las grietas en la derecha se han extendido a la alianza con el izquierdista partido de la revolucion democratica prd esta persona no es candidato de mi partido el dia de hoy pero somos muchos los que vamos a votar por ya sabes quien dijo rodrigo gayosso candidato del prd en morelos sobre su apoyo al puntero andres manuel lopez obrador la semana pasada mucho antes silvano aureoles gobernador perredista de michoacan hizo publico su apoyo al candidato priista jose antonio meade en leon es diferente nadie habla de las fisuras y todos cierran filas con el candidato aunque el discurso triunfalista que suele haber en este tipo de actos no ha permeado por completo en todos los asistentes al mitin va a estar dificil pero haremos la lucha dice yolanda montanez una simpatizante de number anos pueden pasar tantas cosas vamos a ver que pasa ojala ganemos apunta maria rodriguez unos metros mas adelante vamos a ganar hasta la victoria grita euforico el candidato una hora y media despues ya desmontan el templete y suena caminos de guanajuato la oda de jose alfredo jimenez a esta ciudad del bajio mexicano ahi se apuesta la vida y se respeta al que gana alla en mi leon guanajuato la vida no vale nada
falsa,política,el ruinaversal,por error number mil boletas apareceran sin recuadro de amlo piden escribir su nombre para votar por el,por error number mil boletas apareceran sin recuadro de amlo piden escribir su nombre para votar por el mexico el titular del instituto nacional electoral ine lorenzo cordova cito a los medios a una conferencia de prensa urgente para informar que por un error en el diseno e impresion poco mas de number mil boletas electorales para elegir al presidente el primero de julio vendran sin el recuadro del partido morena por lo que piden a los ciudadanos que deseen votar por andres manuel lopez obrador poner su nombre en el cuadro en blanco para apoyar a un independiente o en su defecto colocar el nombre completo del candidato en toda la hoja que tambien sera valido lorenzo senala que sera en los estados de colima campeche tlaxcala y morelos donde las personas probablemente se encontraran con una boleta sin la opcion de morena por lo que los simpatizantes de dichos lugares deberan escribir el nombre de andres manuel completo y sin faltas de ortografia para votar por el muchos creen que el ine manda imprimir las boletas generales de todo el pais pero en realidad es la sucursal de cada estado la que disena y crea las boletas electorales de su zona desafortunadamente tuvimos un error con la coordinacion de los number estados mencionados por lo que los habitantes de dichos lugares probablemente se encontraran con una boleta sin el recuadro de morena pero no se preocupen sera totalmente valido escribir el nombre de amlo para que cuente su voto hacia el queremos dejar en claro que deberan poner el nombre completo andres manuel lopez obrador sin faltas de ortografia y eso incluye los acentos si una persona no pone el nombre completo coloca su acronimo amlo se le va un acento o escribe mal una palabra como lopes en vez de lopez automaticamente se anulara el voto estamos avisando desde ahorita digo si tanto dicen admirar a andres no sera impedimento aprenderse correctamente su nombre para darle su apoyo menciono lorenzo senalo que ya estan checando si en otros estados ocurrio el mismo estamos preocupados porque nos informan que en chihuahua sonora y coahuila tambien podria haber este error y el problema es que ahi las boletas sin el recuadro de morena serian millones pero repito no hay ningun problema siempre y cuando escriban bien el nombre de su candidato de hecho haremos una campana en redes sociales y television para que la gente vaya enterandose que si se encuentran con una boleta sin opcion de morena solo deberan poner el nombre de amlo y ya puntualizo
verdadera,política,bbc news,arabia saudita e iran tambien pelean en el plano economico,arabia saudita e iran tambien pelean en el plano economico estos son vinculos a paginas externas y abriran en una nueva ventana cerrar panel la rapidez con la que escalo la tension entre iran y arabia saudita sirve de recordatorio de que este no es un conflicto nuevo es cierto que la decision que tomo arabia saudita de decapitar al clerigo chiita y heroe nimr al nimr el pasado number de enero puede haber precipitado las relaciones del reino con su rival iran a un punto de no retorno number razones que explican la rivalidad entre arabia saudita e iran lo que es diferente en esta ocasion es el trasfondo economico de la situacion arabia saudita que ha amasado su fortuna gracias al petroleo esta sufriendo los efectos de la caida del precio del crudo mientras que su gasto para defensa se ha disparado cual es el efecto de esta realidad los millones que no alcanzan image caption el oro negro ha sido lo que ha llenado los cofres sauditas en la confrontacion entre arabia saudita e iran hay discordia religiosa hay politica de poder y tambien hay una dimension economica cada vez mas exacerbante no hay duda de que el desafio fiscal para el reino saudita es enorme le dice a la bbc farouk soussa economista en jefe para medio oriente de citigroup estan acostumbrados a vivir con un precio del petroleo muy alto en momentos llego a superar los ususd number por barril ahora esta por debajo de los ususd number explica el gobierno saudita anticipa ingresos de ususd number millones este ano pero el crudo y el gas representan el number de esa cifra asi que con la continua caida de los precios arabia saudita tendra que recurrir a sus reservas el ano pasado estas se redujeron de ususd number millones a ususd number millones lo que llevo al fondo monetario internacional a predecir que los sauditas podrian quedarse sin dinero en menos de cinco anos la estrategia irani image caption en iran entretanto mostraron orgullosos su base de misiles en los ultimos dos anos el acaudalado reino ha registrado un deficit enorme y asi seguira siendo si la situacion con el precio del petroleo sigue igual senala luay al khatteeb de brookings institution en doha anticipo que se veran en una situacion financiera muy dificil durante los proximos anos opina el analista con la tension creciente en el golfo la television irani ha estado presumiendo de una base subterranea de misiles la competencia por el dominio regional ahora tambien se extiende al plano economico se espera que iran impulse sus ventas de petroleo como una manera de intensificar las dificultades que enfrentan los sauditas image caption iran intentara recuperar lo perdido en los anos number iran era uno de los mas grandes productores de crudo del mundo y rivalizaba con arabia saudita recuerda soussa en la actualidad tras muchos anos de sanciones obviamente esta en una posicion mucho mas baja en el mercado global pero pensamos que teheran tratara de recobrar su estatus anade es un juego de suma cero cuanto mas produzca iran mas se inunda el mercado cuanto mas alta sea la cuota de mercado para iran mas baja sera para arabia saudita asi que claramente habra una rivalidad concluye el economista defensa por encima de todo intentando evitar una crisis riad presento el mes pasado lo que describio como un presupuesto de austeridad el gobierno saudita anticipa un gasto de ususd number millones incluye subsidios para el petroleo de ususd number millones y para electricidad y agua de ususd number millones pero esos subsidios recortados producen por ejemplo una subida del number en el precio del combustible lo que pone al reino en riesgo de provocar agitacion social por los recortes a los subsidios no obstante el gasto en defensa sigue aumentando esta previsto que el presupuesto para defensa alcance los ususd number millones en los proximos cinco anos eso significa que para el ano number habra aumentado en un number hay un nivel inaceptable e ilogico de gasto opina al khatteeb en el presupuesto introdujeron subsidios pero el gasto en defensa ha aumentado significativamente alrededor de number comparado con el ano pasado y eso sin tener en cuenta lo que le dieron a los paises pobres para que se unieran a la coalicion la coalicion a la que se refiere el experto de brookings institution es la que formaron los sauditas para intervenir en yemen esa decision y la de subsidiar a sus aliados para que hicieran lo mismo han provocado tanto riesgos financieros como una crisis humanitaria arabia saudita esta descubriendo que el liderazgo regional es un negocio caro un lujo que quizas solo podra permitirse valiendose de profundos recortes a su presupuesto a menos claro de que las guerras hagan que el precio del petroleo aumente
falsa,política,argumento politico,mientras nos siguen distrayendo con nestora salgado pena nieto se robo number mil millones de pesos de cfe y pemex,mientras nos siguen distrayendo con nestora salgado pena nieto se robo number mil millones de pesos de cfe y pemex durante el gobierno de enrique pena nieto se retiraron en secreto number mil number millones de pesos del patrimonio nacional invertido en pemex y cfe situacion que contribuyo a descapitalizar a las dos empresas productivas del estado cuya falta de liquidez representa un enorme peligro para la estabilidad de la economia mexicana anuncios estos retiros al patrimonio nacional se realizaron de number a number los cuales en su momento se dio la difusion como el caso rafael marquez mediante diversas solicitudes emitidas por la secretaria de hacienda y credito publico firmadas por el subsecretario de ingresos miguel messmacher en las cuales se solicita a los directores de pemex y cfe realizar los pagos correspondientes por concepto de aprovechamientos por medio de ellos el gobierno federal obtuvo ingresos extraordinarios que pasaban desapercibidos en el paquete economico que el ejecutivo entrega cada ano al congreso al ser etiquetados en el rubro de otros sin mayor especificacion anuncios documentos obtenidos por el huffington post mexico a traves de solicitudes de informacion revelan que pemex realizo dos pagos uno por number mil millones de pesos en diciembre de number y otro por number mil millones en diciembre de number montos que en total suman number mil millones de pesos por su parte la cfe realizo tres pagos a la shcp uno por number mil number millones de pesos en number otro por number mil number millones en number y otro por number mil number millones en number este ultimo realizado en dos partes de este modo hacienda obtuvo un total de number mil number millones de pesos adicionales a expensas de la cfe con informacion de huffingtonpost
verdadera,política,el pais,la cordialidad de trump con kim recibe criticas en estados unidos,la cordialidad de trump con kim recibe criticas en estados unidos republicanos y democratas destacan lo ambiguo del acuerdo de desnuclearizacion de corea del norte vamos a tener una relacion fantastica es un hombre muy talentoso que quiere mucho a su pais estas son algunas de las palabras que donald trump ha dirigido kim jong un lider de uno de las dictaduras mas ferreas y opacas que existen con entre number y number personas detenidas en los campos de trabajo para presos politicos segun datos de amnistia internacional si el presidente de estados unidos recibio apoyo politico en este proceso de negociacion para lograr la desnuclearizacion de corea del norte la afabilidad mostrada en la cumbre en singapur ha desatado criticas en estados unidos donde lo ambiguo del compromiso del regimen ha decepcionado lejos de la sobriedad trump resulto muy cordial con kim a quien dio palmadas en los brazos y con quien bromeo ante los fotografos nos van a sacar guapos y delgados dijo para ben rhodes exasesor del presidente democrata barack obama resulto chocante despreciar al primer ministro canadiense y celebrar su fantastica relacion con el dictador norcoreano es pivotar bastante sobre el papel de estados unidos en el mundo para el lider de la oposicion democrata en el senado chuck schumer resulta muy preocupante lo impreciso del acuerdo de desnuclearizacion las criticas han llegado tambien de republicanos el conservador paul ryan el portavoz de la camara de representantes tacho al regimen de brutal y abogo por mantener la maxima presion economica a base de sanciones mientras las negociaciones avanzan el senador republicano lindsey graham de carolina del sur tambien se desmarco del presidente al recalcar en la cadena cbs que kim mata a su propia gente en masa mato a otto warmbier un estudiante estadounidense que fue preso mas de un ano en pyongyang es muy mal tipo enfatizo estoy dispuesto a negociar con el con la condicion de que acabe esta locura senalo apunto que la reunion habia resultado un buen principio pero que el acuerdo estaba aun lejos el exjefe de la cia michael hayden apunto que a su juicio pyongyang no ha venido con nada nuevo a la cumbre con trump y que por el contrario estados unidos se habia comprometido a parar sus ejercicios militares anuales con los aliados surcoreanos lo que constituye una concesion significativa
verdadera,política,el financiero,regresara hoy el bronco a gobernar nuevo leon,regresara hoy el bronco a gobernar nuevo leon diputados locales analizan un juicio politico tras la resolucion del trife tras concluir el periodo electoral jaime rodriguez calderon el bronco candidato independiente a la presidencia del pais aseguro que regresara hoy a gobernar nuevo leon manana hoy estare ahi trabajando en el palacio yo seguire siendo gobernador el periodo que constitucionalmente tengo si gano la presidencia como sea regreso al gobierno hasta que tome protesta afirmo justifico que su participacion como candidato independiente a la presidencia la realizo para que a nuevo leon le vaya bien creo que tuve la critica de muchos a los que no les gusto la posibilidad de contender sin embargo creo que esto va a potenciar a nuevo leon le va ayudar porque si yo hubiera ganado habria una fuerza real en el pais y le tendrian respeto a nuevo leon evidentemente yo lo hice con ese interes de que a nuevo leon le vaya mejor le vaya bien y si le va bien no importan las personas importa el estado y el pais manifesto explico que trabajara en recuperar la confianza de aquellos que se enojaron voy a intentar hacer mi trabajo de la mejor manera posible indico destaco que al participar en las elecciones nuevo leon se convierte en el primer estado que con un candidato independiente a la presidencia nuevo leon es el primer estado que ha exportado un candidato a la presidencia y eso es para la historia de nuevo leon la entidad siempre ha querido ser independiente y esto seria una buena oportunidad manifesto cabe recordar que el tribunal electoral confirmo anomalias presentadas en el registro de jaime rodriguez por lo que resolvio que el congreso local aplique una sancion diputados locales se han pronunciado por iniciar un juicio politico hacia el gobernador con licencia ultimo candidato en votar el bronco fue el ultimo candidato a la presidencia del pais en ejercer su voto ya que acudio a las urnas alrededor de mediodia ahi manifesto que espera ganar al menos en el municipio de garcia el cual goberno como alcalde de number al number espero ganar en nuevo leon al menos aqui en garcia aqui es mi pueblo es mi ciudad aqui voy a vivir y aqui me voy a morir aqui he visto crecer a todos mis chamaquitos naci en galeana pero esta ciudad me ha dado lo que tengo indico
verdadera,política,el universal,candidata de morena en naucalpan denuncia violencia politica y de genero,candidata de morena en naucalpan denuncia violencia politica y de genero la candidata de morena a diputada local barbara abril gonzalez aviles denuncio ante el instituto electoral del estado de mexico al pan por violencia politica y de genero el organo electoral del estado ieem recibio la denuncia para activar inmediatamente el protocolo para atender la violencia politica contra las mujeres interpuesta por la candidata de morena esto luego de las agresiones politicas y sexuales que ha recibido barbara abril las cuales se han intensificado en las ultimas dos semanas en que tanto en recorridos como en redes sociales recibe comentarios de hombres que le dicen tu eres la p que quiere ser diputada como sucedio en san mateo y en lomas de guadalupe en naucalpan y atizapan de zaragoza
verdadera,política,excelsior,pena nieto condena atentado en concierto en las vegas,pena nieto condena atentado en concierto en las vegas el presidente expreso su solidaridad con las victimas y sus familias consulado en ese lugar pendiente para apoyar a posibles connacionales afectados ciudad de mexico el presidente enrique pena nieto condeno la masacre ocurrida anoche en las vegas nevada en la que un sujeto abrio fuego de manera indiscriminada contra asistentes a un concierto de musica country mexico condena y lamenta el tragico tiroteo en las vegas nuestra solidaridad y pensamientos estan con las victimas y sus familias escribio a traves de twitter de acuerdo con reportes oficiales el agresor un hombre de number anos de edad habria asesinado a al menos number personas y dejado heridas a otras number expreso nuestras mas sentidas condolencias con el pueblo de estados unidos por los terribles sucesos ocurridos esta madrugada agrego pena nieto informo que la secretaria de relaciones exteriores esta pendiente para apoyar a mexicanos que hubieran resultado afectados durante este hecho
falsa,política,el ruinaversal,amlo invita a mars aguirre a convertirse en lider juvenil de morena,amlo invita a mars aguirre a convertirse en lider juvenil de morena mexico la controvertida joven mars aguirre que hace unos dias se volvio viral y causo polemica al subir un video en donde revela que abandono la preparatoria porque no esta dispuesta a ser un borrego mas del sistema volvio a dar de que hablar al colocar en sus redes sociales una imagen en donde aparece junto a andres manuel lopez obrador en una reunion a la que fue invitada para conocer al dirigente de morena segun algunos reporteros fue el propio amlo quien contacto a la joven al ver su video senalando que quedo conmovido con su espiritu de lucha y revelando que de inmediato se intereso por conocerla para convencerla de afiliarse a su partido obrador comento que contrario a quienes la critican el considera que mars es una chica con mucha vision senalando que comparte la idea de que tener un titulo universitario no es sinonimo de inteligencia ni de superacion en la vida yo soy de la idea de que un titulo no te da la inteligencia y tampoco el no tener estudios no es un impedimento para poder triunfar en la vida cuantos casos vemos de gente que termino una carrera y su comportamiento dista mucho al de alguien capaz e inteligente ahi tienen el ejemplo de su presidente enrique pena nieto y otros que hasta se graduaron con honores y vean de la manera tan burda como se comportan en cambio hay otros como mark zuckerberg steve jobs o incluso yo que se salieron de la universidad o nos tardamos number anos en graduarnos y somos personas exitosas que ademas nos caracterizamos por hacer un buen trabajo relato amlo menciono que durante su reunion le ofrecio a aguirre convertirse en la nueva lideresa juvenil de morena senalando que si acepta se dedicaria a crear estrategias para acercar al partido a la juventud ya hable con la chica y ella tiene muchas ideas que yo quiero implementar para morena a la nina le gusta todo eso de editar videos para youtube y crear contenido para el facebook y eso es lo que necesitamos en la seccion juvenil de nuestro partido para llegar a los chavos en las elecciones de este number mars y algunos de sus companeros ya tendran edad para votar por eso quiero que los jovenes conozcan lo que es morena y como los ayudara si la joven acepta le daremos total libertad de trabajar solo unas horas haciendo lo que le gusta que es crear contenido digital para que ademas tenga el tiempo suficiente para luchar por cumplir sus suenos dijo lopez senala que la mars le cayo de maravilla ya que le recuerda mucho a el y a su amiga aristegui la nina me recuerda mucho a mi cuando tenia su edad a los number anos yo ya tenia las ganas de mejorar y hacer un cambio y afortunadamente aun conservo ese mismo espiritu aguirre me contagia de su buena energia y se me figura una pequena aristeguita las dos son muy energicas y tienen un pensamiento critico y analitico muy parecido para mi la mars contrario a lo que muchos creen representa la esperanza de las nuevas generaciones es momento de un cambio y que mejor que lo comience a hacer la juventud la nina tuvo el valor de tomar las riendas de su vida cosa que muchos no tienen el valor de hacer y aun asi se atreven a critican por mi parte la oferta de trabajo ya es segura y si todo sale bien en unos meses hasta le dare un mejor puesto en morena ahora que gane en number puntualizo
verdadera,política,forbes,expresidentes de america latina respaldan a lopez obrador,expresidentes de america latina respaldan a lopez obrador diferentes expresidentes de america latina mostraron su respaldo al candidato de la coalicion juntos haremos historia andres manuel lopez obrador cristina kirchner de argentina ernesto samper de colombia y rafael correa de ecuador fueron algunos de los exmandatarios que mediante mensajes de twitter dieron su apoyo al candidato en sus mensajes destacaron las opciones de cambio que se abriria para el pais y la region este domingo elecciones presidenciales en mexico andres manuel lopez obrador es una esperanza no solo para mexico sino para toda la region amlo escribio cristina kirchner en su cuanta oficial de twitter este domingo elecciones presidenciales en mexico andres manuel lopez obrador es una esperanza no solo para mexico sino para toda la region amlo cristina kirchner cfkargentina june number number por ejemplo el expresidente de colombia ernesto samper hablo de un regreso de la justicia social y la soberania si el domingo triunfa manuel lopez obrador en mexico sera el comienzo del regreso del pendulo en americalatina hacia gobiernos comprometidos con la justicia social y la soberania escribio semper en twitter si el domingo triunfa manuel lopez obrador en mexico sera el comienzo del regreso del pendulo en americalatina hacia gobiernos comprometidos con la justicia social y la soberania ernesto samper p ernestosamperp june number number para el expresidente de ecuador rafael correa el triunfo del candidato de la coalicion juntos haremos historia traeria esperanza a mexico
verdadera,política,el pais,tunez ya cuenta con la primera alcaldesa electa de una capital arabe,tunez ya cuenta con la primera alcaldesa electa de una capital arabe suad abderrahim una ejecutiva de number anos era la candidata del partido islamista moderado ennahda la ambiciosa ley de paridad de genero que rigio las elecciones municipales celebradas en tunez el pasado number de mayo las primeras en democracia ya esta dando sus frutos aunque todavia no se han constituido los number consejos municipales de momento mas de number pueblos o ciudades ya cuentan con una alcaldesa entre ellas la capital tunez la mayor urbe del pais con mas de number habitantes su sheija al baladiya es suad abderrahim una ejecutiva de number anos que lidero la lista del partido islamista moderado ennahda abderrahim no es solo la primera alcaldesa de la historia de tunez sino la primera mujer escogida en las urnas para dirigir una capital arabe suad abderrahim celebra su eleccion como alcaldesa tras la votacion en el consistorio municipal zoubeir souissi reuters ofrezco esta victoria a las mujeres de mi pais a toda la juventud y a tunez ha declarado abderrahim la manana de este martes visiblemente emocionada poco despues de una votacion que mantuvo la intriga hasta el ultimo momento ennahda fue el partido mas votado en los comicios pero se quedo lejos de la mayoria absoluta al obtener number de los number concejales finalmente la flamante politica se hizo con number votos frente a los number de su principal adversario kamel idir del partido conservador nida tunis con el que ennahda forma una gran coalicion en el gobierno nacional en la victoria de abderrahim fue clave la abstencion de las dos principales fuerzas de izquierdas del pais el frente popular y el tayyar democraty en la segunda ronda de votaciones abderrahim no es una figura nueva en el panorama politico tunecino entre el number y el number fue diputada de ennahda en la asamblea constituyente en la que presidio la comision de derechos y libertades en los ultimos anos ha ocupado un cargo directivo en una importante compania farmaceutica una labor que debera abandonar para consagrarse al gobierno de la ciudad tal como estipula la ley mi prioridad sera hacer mas bella la ciudad mas verde mas ecologica declaro en una entrevista a el pais durante la campana electoral las elecciones municipales representan la primera etapa en el proceso de descentralizacion percibido como el principal antidoto contra enorme la desigualdad regional que tensa las costuras del pais a pesar de su larga vinculacion con ennahda abderrahim es independiente y su candidatura forma parte de un esfuerzo del partido para integrar nuevas sensibilidades ennahda ha abierto sus puertas a la sociedad a los independientes basandose en sus calificaciones sus listas hoy representan mejor como es la sociedad tunecina sostiene la politica que nunca utiliza el hiyab o velo islamico y rechaza la etiqueta de islamista la religion es un asunto personal de cada uno y ningun partido se la puede apropiar no creo en los partidos de base religiosa apostillo de hecho en su ultimo congreso ennahda elimino de sus estructuras internas cualquier accion proselitista y empezo a definirse como islamo democrata en lugar de islamista la mujer puede aportar una vision mas consensuada de la politica el tender puentes entre adversarios politicos argumenta la flamante alcaldesa aunque durante la campana hizo a menudo bandera del feminismo abderrahim suscita mas bien recelos entre las organizaciones feministas clasicas con una gran influencia en la sociedad tunecina no en vano durante su singladura como diputada hizo gala de una mentalidad netamente conservadora sobre todo levantaron polvareda unas declaraciones en las arremetia contra las madres solteras y que se mostraba contraria a que recibieran ayudas estatales esas declaraciones fueron malinterpretadas y manipuladas por algunos fue la frase a la que recurrio en defensa propia en diversas ocasiones en la batalla electoral tunez ha sido un pais pionero en el reconocimiento de los derechos de la mujer en el mundo arabe desde number cuando el presidente burguiba aprobo un nuevo codigo personal a pesar de los temores que desperto la victoria de los islamistas en las primeras elecciones tras la revolucion el pais magrebi no se ha apartado de esta senda en aplicacion de la constitucion de number que introduce como objetivo la paridad de genero en la politica se aprobo una ley electoral que obliga a los partidos a repartir a partes iguales entre hombres y mujeres los puestos de cabeza de lista la medida consiguio su proposito pues un number de los concejales son mujeres un salto espectacular frente al number de diputadas elegidas en la asamblea constituyente la paridad en la herencia proxima batalla tras la reciente aprobacion de una historica ley contra la violencia de genero y el avance de las candidatas en las elecciones municipales las asociaciones feministas han situado en su punto de mira la legislacion que regula la herencia en tunez este es uno de los ultimos ambitos legales en los que rige la sharia o ley islamica si bien solo aquellos casos en los que el difunto no dejo un testamento escrito este codigo religioso recoge una variada casuistica que en la mayoria de casos favorece a los descendientes varones con un mismo grado de parentesco en junio una comision presidencial propuso reformar el codigo de familia para garantizar la igualdad de genero en la herencia algo que diversas instancias religiosas han rechazado con vehemencia se espera que el parlamento discuta su aprobacion el proximo curso politico que se antoja caldeado pues en number se celebraran tanto las elecciones legislativas como las presidenciales el partido ganador de los anteriores comicios nida tunis recibio un severo correctivo en las municipales mientras que ennahda fue el mas votado y las listas independientes se convirtieron en la gran sorpresa haciendose con cerca del number de los concejales municipales
